project,unit,fuel1,fuel2,fuel3,capacity,status,start_year,conversion,owner,operator,country,url,lat,lng,accuracy,conversion_year,type
Cerona power station,1,bioenergy_-_agricultural_waste,,,150.0,pre-construction,,no conversion,Cerona - Companhia de Energia Renovável,Cerona - Companhia de Energia Renovável,Brazil,https://gem.wiki/Cerona_power_station,-22.3145,-53.3442,exact,,bioenergy
Cerradão 2 power station,1,bioenergy_-_agricultural_waste,,,40.0,operating,2020.0,no conversion,Bioenergia Cerradão II Ltda,Bioenergia Cerradão II Ltda,Brazil,https://gem.wiki/Cerradão_2_power_station,-19.9242,-49.155,exact,,bioenergy
Cerradão power station,1,bioenergy_-_agricultural_waste,,,54.0,operating,2009.0,no conversion,Bioenergia Cerradão Ltda,Bioenergia Cerradão Ltda,Brazil,https://gem.wiki/Cerradão_power_station,-19.9183,-49.1458,exact,,bioenergy
Cerradinho MS1 power station,1,bioenergy_-_wood_and_other_biomass,,,50.0,pre-construction,,no conversion,Neomille S.A.,Neomille S.A.,Brazil,https://gem.wiki/Cerradinho_MS1_power_station,-21.7763,-54.9657,exact,,bioenergy
Cevasa power station,1,bioenergy_-_agricultural_waste,,,54.0,operating,2006.0,no conversion,Central Energética Vale do Sapucaí,Central Energética Vale do Sapucaí,Brazil,https://gem.wiki/Cevasa_power_station,-20.7478,-47.4218,exact,,bioenergy
CGVE INNOVA power station,1,bioenergy_-_wood_and_other_biomass,,,30.0,operating,2021.0,no conversion,Videolar-Innova SA,Videolar-Innova SA,Brazil,https://gem.wiki/CGVE_INNOVA_power_station,-29.8706,-51.399,exact,,bioenergy
Cidade do Livro power station,1,bioenergy_-_agricultural_waste,,,80.0,pre-construction,2026.0,no conversion,Usina Termeletrica Lençóis Paulista SPE SA,Usina Termeletrica Lençóis Paulista SPE SA,Brazil,https://gem.wiki/Cidade_do_Livro_power_station,-22.5908,-48.7494,exact,,bioenergy
Clealco Queiroz power station,1,bioenergy_-_agricultural_waste,,,45.0,operating,2010.0,no conversion,Clealco Açúcar e Álcool Ltda,Clealco Açúcar e Álcool Ltda,Brazil,https://gem.wiki/Clealco_Queiroz_power_station,-21.8503,-50.2472,exact,,bioenergy
CMPC power station,1,bioenergy_-_paper_mill_wastes,,,58.0,operating,1971.0,no conversion,CMPC Celulose Riograndense Ltda,CMPC Celulose Riograndense Ltda,Brazil,https://gem.wiki/CMPC_power_station,-30.1293,-51.2975,exact,,bioenergy
CMPC power station,2,bioenergy_-_paper_mill_wastes,,,96.0,operating,2015.0,no conversion,CMPC Celulose Riograndense Ltda,CMPC Celulose Riograndense Ltda,Brazil,https://gem.wiki/CMPC_power_station,-30.1293,-51.2975,exact,,bioenergy
CMPC power station,3,bioenergy_-_paper_mill_wastes,,,96.0,operating,2015.0,no conversion,CMPC Celulose Riograndense Ltda,CMPC Celulose Riograndense Ltda,Brazil,https://gem.wiki/CMPC_power_station,-30.1293,-51.2975,exact,,bioenergy
CNE power station,1,bioenergy_-_agricultural_waste,,,105.0,announced,,no conversion,CNE (Centro Norte Energia),CNE (Centro Norte Energia),Brazil,https://gem.wiki/CNE_power_station,-15.6949,-49.4333,approximate,,bioenergy
Cocal II power station,1,bioenergy_-_agricultural_waste,,,40.0,operating,2010.0,no conversion,Cocal Comércio Indústria Canaã Açúcar e Álcool Ltda,Cocal Comércio Indústria Canaã Açúcar e Álcool Ltda,Brazil,https://gem.wiki/Cocal_II_power_station,-22.5309,-51.5091,exact,,bioenergy
Cocal II power station,2,bioenergy_-_agricultural_waste,,,40.0,operating,2010.0,no conversion,Cocal Comércio Indústria Canaã Açúcar e Álcool Ltda,Cocal Comércio Indústria Canaã Açúcar e Álcool Ltda,Brazil,https://gem.wiki/Cocal_II_power_station,-22.5309,-51.5091,exact,,bioenergy
Cocal II power station,3,bioenergy_-_agricultural_waste,,,51.0,operating,2014.0,no conversion,Cocal Comércio Indústria Canaã Açúcar e Álcool Ltda,Cocal Comércio Indústria Canaã Açúcar e Álcool Ltda,Brazil,https://gem.wiki/Cocal_II_power_station,-22.5309,-51.5091,exact,,bioenergy
Codora power station,1,bioenergy_-_agricultural_waste,,,68.0,operating,2011.0,no conversion,Albioma Codora Energia SA,Albioma Codora Energia SA,Brazil,https://gem.wiki/Codora_power_station,-15.0828,-49.2994,exact,,bioenergy
Colombo Ariranha 2 power station,1,bioenergy_-_agricultural_waste,,,40.0,operating,2015.0,no conversion,Colombo Bioenergia SA,Colombo Bioenergia SA,Brazil,https://gem.wiki/Colombo_Ariranha_2_power_station,-21.2118,-48.828,exact,,bioenergy
Colombo Ariranha power station,1,bioenergy_-_agricultural_waste,,,63.0,operating,2000.0,no conversion,Colombo Bioenergia SA,Colombo Bioenergia SA,Brazil,https://gem.wiki/Colombo_Ariranha_power_station,-21.2116,-48.8296,exact,,bioenergy
Colombo Santa Albertina power station,1,bioenergy_-_agricultural_waste,,,50.0,operating,2009.0,no conversion,Colombo Bioenergia SA,Colombo Bioenergia SA,Brazil,https://gem.wiki/Colombo_Santa_Albertina_power_station,-20.0361,-50.6662,exact,,bioenergy
Colorado power station,1,bioenergy_-_agricultural_waste,,,57.0,operating,1981.0,no conversion,Açúcar e Álcool Oswaldo Ribeiro de Mendonça Ltda,Açúcar e Álcool Oswaldo Ribeiro de Mendonça Ltda,Brazil,https://gem.wiki/Colorado_power_station,-20.2792,-48.1755,exact,,bioenergy
Conquista do Pontal power station,1,bioenergy_-_agricultural_waste,,,110.0,operating,2010.0,no conversion,Usina Conquista do Pontal SA,Usina Conquista do Pontal SA,Brazil,https://gem.wiki/Conquista_do_Pontal_power_station,-22.1202,-51.7568,exact,,bioenergy
Coruripe Energética - Filial Campo Florido power station,1,bioenergy_-_agricultural_waste,,,30.0,operating,2008.0,no conversion,Coruripe Energética SA,Coruripe Energética SA,Brazil,https://gem.wiki/Coruripe_Energética_-_Filial_Campo_Florido_power_station,-19.8089,-48.7295,exact,,bioenergy
Coruripe power station,1,bioenergy_-_agricultural_waste,,,32.0,operating,2006.0,no conversion,Usina Coruripe Açúcar e Álcool,Usina Coruripe Açúcar e Álcool,Brazil,https://gem.wiki/Coruripe_power_station,-10.1234,-36.2742,exact,,bioenergy
Costa Pinto power station,1,bioenergy_-_agricultural_waste,,,75.0,operating,1977.0,no conversion,Bioenergia Costa Pinto Ltda,Bioenergia Costa Pinto Ltda,Brazil,https://gem.wiki/Costa_Pinto_power_station,-22.6357,-47.6749,exact,,bioenergy
CVW Coruripe power station,1,bioenergy_-_agricultural_waste,,,40.0,operating,2023.0,no conversion,CVW Energética Ltda,CVW Energética Ltda,Brazil,https://gem.wiki/CVW_Coruripe_power_station,-10.1123,-36.2752,exact,,bioenergy
Da Mata 2 power station,1,bioenergy_-_agricultural_waste,,,40.0,operating,2009.0,no conversion,Da Mata SA - Açúcar e Álcool,Da Mata SA - Açúcar e Álcool,Brazil,https://gem.wiki/Da_Mata_2_power_station,-21.0507,-50.8439,exact,,bioenergy
Da Mata 2 power station,2,bioenergy_-_agricultural_waste,,,30.0,operating,2015.0,no conversion,Da Mata SA - Açúcar e Álcool,Da Mata SA - Açúcar e Álcool,Brazil,https://gem.wiki/Da_Mata_2_power_station,-21.0507,-50.8439,exact,,bioenergy
Da Mata power station,1,bioenergy_-_agricultural_waste,,,50.0,operating,2022.0,no conversion,Da Mata SA - Açúcar e Álcool,Da Mata SA - Açúcar e Álcool,Brazil,https://gem.wiki/Da_Mata_power_station,-21.0509,-50.8441,exact,,bioenergy
Da Pedra power station,1,bioenergy_-_agricultural_waste,,,35.0,operating,2012.0,no conversion,Pedra Agroindustrial,Pedra Agroindustrial,Brazil,https://gem.wiki/Da_Pedra_power_station,-21.1743,-47.63,exact,,bioenergy
Da Pedra power station,2,bioenergy_-_agricultural_waste,,,35.0,operating,2012.0,no conversion,Pedra Agroindustrial,Pedra Agroindustrial,Brazil,https://gem.wiki/Da_Pedra_power_station,-21.1743,-47.63,exact,,bioenergy
Decasa power station,1,bioenergy_-_agricultural_waste,,,33.0,operating,2004.0,no conversion,Enercasa - Energia Caiuá SA,Enercasa - Energia Caiuá SA,Brazil,https://gem.wiki/Decasa_power_station,-22.7673,-50.1128,exact,,bioenergy
Delta power station,1,bioenergy_-_agricultural_waste,,,102.0,operating,2001.0,no conversion,Delta Sucroenergia SA,Delta Sucroenergia SA,Brazil,https://gem.wiki/Delta_power_station,-19.9448,-47.8128,exact,,bioenergy
Eldorado Brasil power station,1,bioenergy_-_paper_mill_wastes,,,113.0,operating,2013.0,no conversion,Usina Eldorado SA,Usina Eldorado SA,Brazil,https://gem.wiki/Eldorado_Brasil_power_station,-20.5988,-51.6096,exact,,bioenergy
Eldorado Brasil power station,2,bioenergy_-_paper_mill_wastes,,,113.0,operating,2013.0,no conversion,Usina Eldorado SA,Usina Eldorado SA,Brazil,https://gem.wiki/Eldorado_Brasil_power_station,-20.5988,-51.6096,exact,,bioenergy
Eldorado power station,2,bioenergy_-_agricultural_waste,,,58.0,operating,2015.0,no conversion,Usina Eldorado SA,Usina Eldorado SA,Brazil,https://gem.wiki/Eldorado_power_station,-21.8648,-54.0222,exact,,bioenergy
Eldorado power station,3,bioenergy_-_agricultural_waste,,,58.0,operating,2015.0,no conversion,Usina Eldorado SA,Usina Eldorado SA,Brazil,https://gem.wiki/Eldorado_power_station,-21.8648,-54.0222,exact,,bioenergy
Energética Tupaciguara power station,1,bioenergy_-_agricultural_waste,,,35.0,operating,2020.0,no conversion,Central Energética Tupaciguara Ltda,Central Energética Tupaciguara Ltda,Brazil,https://gem.wiki/Energética_Tupaciguara_power_station,-18.7557,-48.6118,exact,,bioenergy
Enervale power station,1,bioenergy_-_agricultural_waste,,,30.0,operating,2012.0,no conversion,Central Bioenergética Enervale SA,Central Bioenergética Enervale SA,Brazil,https://gem.wiki/Enervale_power_station,-17.0638,-46.1801,exact,,bioenergy
Entre Rios power station,1,bioenergy_-_agricultural_waste,,,50.0,operating,2022.0,no conversion,Energética Entre Rios Ltda,Energética Entre Rios Ltda,Brazil,https://gem.wiki/Entre_Rios_power_station,-17.9694,-50.3014,exact,,bioenergy
Equipav II power station,1,bioenergy_-_agricultural_waste,,,40.0,operating,2008.0,no conversion,Renuka do Brasil SA,Renuka do Brasil SA,Brazil,https://gem.wiki/Equipav_II_power_station,-21.5602,-49.8695,exact,,bioenergy
Equipav II power station,2,bioenergy_-_agricultural_waste,,,40.0,operating,2008.0,no conversion,Renuka do Brasil SA,Renuka do Brasil SA,Brazil,https://gem.wiki/Equipav_II_power_station,-21.5602,-49.8695,exact,,bioenergy
Equipav power station,1,bioenergy_-_agricultural_waste,,,58.0,operating,2002.0,no conversion,Renuka do Brasil SA,Renuka do Brasil SA,Brazil,https://gem.wiki/Equipav_power_station,-21.5607,-49.87,exact,,bioenergy
Esplanada power station,1,bioenergy_-_agricultural_waste,,,65.0,operating,2003.0,no conversion,Albioma Esplanada Energia SA,Albioma Esplanada Energia SA,Brazil,https://gem.wiki/Esplanada_power_station,-15.217,-48.9887,exact,,bioenergy
Ester power station,1,bioenergy_-_agricultural_waste,,,40.0,operating,1954.0,no conversion,CPFL Bio Ester Ltda,CPFL Bio Ester Ltda,Brazil,https://gem.wiki/Ester_power_station,-22.6573,-47.2109,exact,,bioenergy
Euca Energy power station,1,bioenergy_-_wood_and_other_biomass,,,324.0,pre-construction,,no conversion,Euca Energy Administração e Participacões Ltda,Euca Energy Administração e Participacões Ltda,Brazil,https://gem.wiki/Euca_Energy_power_station,-17.1041,-53.2532,exact,,bioenergy
Fartura power station,1,bioenergy_-_agricultural_waste,,,62.0,operating,2006.0,no conversion,Usina Santa Isabel SA,Usina Santa Isabel SA,Brazil,https://gem.wiki/Fartura_power_station,-21.1528,-49.6114,exact,,bioenergy
Fênix power station,1,bioenergy_-_wood_and_other_biomass,,,32.0,operating,2021.0,no conversion,Fênix Complexo Industrial SA,Fênix Complexo Industrial SA,Brazil,https://gem.wiki/Fênix_power_station,-17.2941,-53.2767,exact,,bioenergy
Ferrari power station,1,bioenergy_-_agricultural_waste,,,80.0,operating,1982.0,no conversion,Ferrari Termoelétrica SA,Ferrari Termoelétrica SA,Brazil,https://gem.wiki/Ferrari_power_station,-21.8449,-47.3603,exact,,bioenergy
Fibria MS power station,1,bioenergy_-_paper_mill_wastes,,,175.0,operating,2009.0,no conversion,Suzano SA,Suzano SA,Brazil,https://gem.wiki/Fibria_MS_power_station,-20.9953,-51.797,exact,,bioenergy
Fibria MS-II power station,TG3,bioenergy_-_paper_mill_wastes,,,149.0,operating,2017.0,no conversion,Suzano SA,Suzano SA,Brazil,https://gem.wiki/Fibria_MS-II_power_station,-20.9961,-51.7961,exact,,bioenergy
Fibria MS-II power station,TG4,bioenergy_-_paper_mill_wastes,,,126.0,operating,2017.0,no conversion,Suzano SA,Suzano SA,Brazil,https://gem.wiki/Fibria_MS-II_power_station,-20.9961,-51.7961,exact,,bioenergy
FS Primavera power station,1,bioenergy_-_unknown,,,191.0,operating,2023.0,no conversion,FS Agrisolutions Industria de Biocombustiveis Ltda,FS Agrisolutions Industria de Biocombustiveis Ltda,Brazil,https://gem.wiki/FS_Primavera_power_station,-15.3442,-54.2089,exact,,bioenergy
Furlan Avaré power station,1,bioenergy_-_agricultural_waste,,,30.0,operating,2014.0,no conversion,Usina Açucareira Furlan SA,Usina Açucareira Furlan SA,Brazil,https://gem.wiki/Furlan_Avaré_power_station,-22.9236,-48.9293,exact,,bioenergy
Gasa power station,1,bioenergy_-_agricultural_waste,,,44.0,operating,2008.0,no conversion,Bioenergia Gasa Ltda,Bioenergia Gasa Ltda,Brazil,https://gem.wiki/Gasa_power_station,-20.7699,-51.2587,exact,,bioenergy
Gasa power station,2,bioenergy_-_agricultural_waste,,,34.0,operating,2010.0,no conversion,Bioenergia Gasa Ltda,Bioenergia Gasa Ltda,Brazil,https://gem.wiki/Gasa_power_station,-20.7699,-51.2587,exact,,bioenergy
Giasa II power station,1,bioenergy_-_agricultural_waste,,,30.0,operating,2003.0,no conversion,Usina Giasa Ltda,Usina Giasa Ltda,Brazil,https://gem.wiki/Giasa_II_power_station,-7.3533,-35.0297,exact,,bioenergy
Goiasa power station,1,bioenergy_-_agricultural_waste,,,47.0,operating,2005.0,no conversion,Goiatuba Álcool Ltda,Goiatuba Álcool Ltda,Brazil,https://gem.wiki/Goiasa_power_station,-18.0708,-49.6708,exact,,bioenergy
Guaçu power station,1,bioenergy_-_wood_and_other_biomass,,,30.0,operating,2013.0,no conversion,Guaçu Geração de Energia SA,Guaçu Geração de Energia SA,Brazil,https://gem.wiki/Guaçu_power_station,-10.1855,-59.4603,exact,,bioenergy
Guaíra Energética power station,1,bioenergy_-_agricultural_waste,,,55.0,operating,2010.0,no conversion,Central Energética Guaíra Ltda,Central Energética Guaíra Ltda,Brazil,https://gem.wiki/Guaíra_Energética_power_station,-20.4184,-48.2114,exact,,bioenergy
Guarani - Tanabi power station,1,bioenergy_-_agricultural_waste,,,38.0,operating,2014.0,no conversion,Tereos Açúcar e Energia Brasil SA,Tereos Açúcar e Energia Brasil SA,Brazil,https://gem.wiki/Guarani_-_Tanabi_power_station,-20.4862,-49.539,exact,,bioenergy
Guarani Cruz Alta power station,1,bioenergy_-_agricultural_waste,,,65.0,operating,1982.0,no conversion,Tereos Açúcar e Energia Brasil SA,Tereos Açúcar e Energia Brasil SA,Brazil,https://gem.wiki/Guarani_Cruz_Alta_power_station,-20.6884,-49.1112,exact,,bioenergy
Guarani Tanabi 2 power station,1,bioenergy_-_agricultural_waste,,,34.0,operating,2015.0,no conversion,Tereos Açúcar e Energia Brasil SA,Tereos Açúcar e Energia Brasil SA,Brazil,https://gem.wiki/Guarani_Tanabi_2_power_station,-20.4862,-49.539,exact,,bioenergy
Iacanga power station,1,bioenergy_-_agricultural_waste,,,53.0,operating,2010.0,no conversion,Ipiranga Bioenergia SA,Ipiranga Bioenergia SA,Brazil,https://gem.wiki/Iacanga_power_station,-21.7972,-49.0121,exact,,bioenergy
Iaco Agrícola power station,UG1,bioenergy_-_agricultural_waste,,,30.0,operating,2014.0,no conversion,Iaco Agrícola SA,Iaco Agrícola SA,Brazil,https://gem.wiki/Iaco_Agrícola_power_station,-18.8001,-52.9099,exact,,bioenergy
Iaco Agrícola power station,UG2,bioenergy_-_agricultural_waste,,,34.0,operating,2016.0,no conversion,Iaco Agrícola SA,Iaco Agrícola SA,Brazil,https://gem.wiki/Iaco_Agrícola_power_station,-18.8001,-52.9099,exact,,bioenergy
Ibitiúva Bioenergética power station,1,bioenergy_-_agricultural_waste,,,33.0,operating,1987.0,no conversion,Ibitiúva Bioenergética SA,Ibitiúva Bioenergética SA,Brazil,https://gem.wiki/Ibitiúva_Bioenergética_power_station,-21.0013,-48.2761,exact,,bioenergy
Inpasa Dourados power station,1,bioenergy_-_wood_and_other_biomass,,,52.0,operating,2022.0,no conversion,Inpasa Agroindustrial SA,Inpasa Agroindustrial SA,Brazil,https://gem.wiki/Inpasa_Dourados_power_station,-22.3344,-54.8142,exact,,bioenergy
Inpasa power station,1,bioenergy_-_wood_and_other_biomass,,,42.0,operating,2019.0,no conversion,Inpasa Agroindustrial SA,Inpasa Agroindustrial SA,Brazil,https://gem.wiki/Inpasa_power_station,-12.0169,-55.5128,exact,,bioenergy
Interlagos power station,1,bioenergy_-_agricultural_waste,,,40.0,operating,2007.0,no conversion,Termoelétrica Interlagos Ltda,Termoelétrica Interlagos Ltda,Brazil,https://gem.wiki/Interlagos_power_station,-20.5265,-51.2345,exact,,bioenergy
Ipaussu Bioenergia power station,1,bioenergy_-_agricultural_waste,,,76.0,operating,2011.0,no conversion,Bioenergia Barra Ltda,Bioenergia Barra Ltda,Brazil,https://gem.wiki/Ipaussu_Bioenergia_power_station,-23.0957,-49.5836,exact,,bioenergy
Itaenga power station,1,bioenergy_-_agricultural_waste,,,47.0,operating,2007.0,no conversion,Termo Elétrica Itaenga Ltda,Termo Elétrica Itaenga Ltda,Brazil,https://gem.wiki/Itaenga_power_station,-7.9058,-35.2847,exact,,bioenergy
Itamarati power station,1,bioenergy_-_agricultural_waste,,,38.0,operating,2001.0,no conversion,Usinas Itamarati SA,Usinas Itamarati SA,Brazil,https://gem.wiki/Itamarati_power_station,-14.7588,-57.1958,exact,,bioenergy
Ituiutaba power station,1,bioenergy_-_agricultural_waste,,,56.0,operating,2010.0,no conversion,BP Bioenergia Ituiutaba Ltda,BP Bioenergia Ituiutaba Ltda,Brazil,https://gem.wiki/Ituiutaba_power_station,-18.9731,-49.4622,exact,,bioenergy
Itumbiara power station,1,bioenergy_-_agricultural_waste,,,62.0,operating,2010.0,no conversion,Itumbiara Bioenergia SA,Itumbiara Bioenergia SA,Brazil,https://gem.wiki/Itumbiara_power_station,-18.369,-49.2605,exact,,bioenergy
Jari Celulose power station,1,bioenergy_-_paper_mill_wastes,,,55.0,operating,1976.0,no conversion,Jari Celulose Papel e Embalagens SA,Jari Celulose Papel e Embalagens SA,Brazil,https://gem.wiki/Jari_Celulose_power_station,-0.9242,-52.4329,exact,,bioenergy
Jataí power station,1,bioenergy_-_agricultural_waste,,,35.0,operating,2013.0,no conversion,Bioenergia Jataí Ltda,Bioenergia Jataí Ltda,Brazil,https://gem.wiki/Jataí_power_station,-17.6918,-51.6155,exact,,bioenergy
Jataí power station,2,bioenergy_-_agricultural_waste,,,35.0,operating,2013.0,no conversion,Bioenergia Jataí Ltda,Bioenergia Jataí Ltda,Brazil,https://gem.wiki/Jataí_power_station,-17.6918,-51.6155,exact,,bioenergy
Jataí power station,3,bioenergy_-_agricultural_waste,,,35.0,operating,2013.0,no conversion,Bioenergia Jataí Ltda,Bioenergia Jataí Ltda,Brazil,https://gem.wiki/Jataí_power_station,-17.6918,-51.6155,exact,,bioenergy
JB power station,1,bioenergy_-_agricultural_waste,,,30.0,operating,2006.0,no conversion,Companhia Alcoolquímica Nacional - Alcoolquímica,Companhia Alcoolquímica Nacional - Alcoolquímica,Brazil,https://gem.wiki/JB_power_station,-8.2239,-35.2718,exact,,bioenergy
